id_ruta,codigo_ruta,nombre_ruta,recorrido,sistema_ruta,tipo_ruta,empresa,id_gflota,from_date,tipo_actoadmin,numero_actoadmin,anio_actoadmin,estado,fecha_actualizacion
90082,255D,San Cristóbal -Conexión vial,Destino-Origen,2A,Directa Centro,Rápido San Cristóbal,110105,1755182463247,,,,,1755182463247
90084,255i,Metrocable Aurora-Cárcel,Destino-Origen,2A,Integrada,Rápido San Cristóbal,110112,1755182463247,,,,,1755182463247
90087,255V1,Vereda El Llano - Parque San Cristóbal,Destino-Origen,2A,Directa No Centro,Rápido San Cristóbal,110156,1755182463247,,,,,1755182463247
90094,260CL,Clínica,Destino-Origen,2A,Directa Centro,Palenque Robledal,110365,1755182463247,,,,,1755182463247
90095,260C,Córdoba,Destino-Origen,2A,Directa Centro,Palenque Robledal,110355,1755182463247,,,,,1755182463247
90304,221i,Villa Laura-San Javier,Destino-Origen,8A,Integrada,Conducciones América,112312,1755182463247,,,,,1755182463247
90096,260i,Seminario integrada,Destino-Origen,2A,Integrada,Palenque Robledal,110392,1755182463247,,,,,1755182463247
90324,311i,Santa Lucia,Destino-Origen,8A,Integrada,Coonatra,112192,1755182463247,,,,,1755182463247
90210,041I,Aranjuez anillo izquierda,Origen-Destino,6B,Directa Centro,Transporte Aranjuez Santa Cruz,121275,1755182463247,,,,,1755182463247
90097,260BR,Brisas,Destino-Origen,2A,Directa Centro,Palenque Robledal,110385,1755182463247,,,,,1755182463247
90098,260T,Torres,Destino-Origen,2A,Directa Centro,Palenque Robledal,110375,1755182463247,,,,,1755182463247
90104,261A,Alfonso López - Viejo Terminal,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110575,1755182463247,,,,,1755182463247
90105,254i,Pilarica integrada,Destino-Origen,2B,Integrada,Transporte Medellín Castilla,110682,1755182463247,,,,,1755182463247
90106,254iB_TV 73,Pilarica,Destino-Origen,2B,Integrada,Transporte Medellín Castilla,110782,1755182463247,,,,,1755182463247
90107,261,Alfonso López Calle 94,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,120565,1755182463247,,,,,1755182463247
90111,263,12 de Octubre - Calle 90,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110585,1755182463247,,,,,1755182463247
90115,265,Castillita,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110595,1755182463247,,,,,1755182463247
90116,270i,Gratamira-Estación Acevedo,Destino-Origen,2B,Integrada,Transporte Medellín Castilla,110742,1755182463247,,,,,1755182463247
90117,280,Santander - Carrera 73,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110605,1755182463247,,,,,1755182463247
90118,280 Directa,Santander - Carrera 73,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110615,1755182463247,,,,,1755182463247
90241,88,Pinar Torres,Origen-Destino,6F,Directa Centro,Cootranspinal,111535,1755182463247,,,,,1755182463247
90119,281,Florencia,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110625,1755182463247,,,,,1755182463247
90126,306B,Derecha - Circular Noroccidental,Destino-Origen,2B,Integrada,Transporte Medellín Castilla,110772,1755182463247,,,,,1755182463247
90128,Anillo 1 Carrera 65,Carabobo - Av. de Greiff,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110505,1755182463247,,,,,1755182463247
90129,Anillo 3AH Carrera 65,Alpujarra - Oriental sentido antihorario,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110525,1755182463247,,,,,1755182463247
90130,Anillo 3H Carrera 65,Alpujarra - Oriental sentido horario,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110515,1755182463247,,,,,1755182463247
90231,082 V-LAD,Villa Hermosa - Los Ángeles - Directa,Origen-Destino,6D,Directa Centro,Flota Nueva Villa,111445,1755182463247,,,,,1755182463247
90131,Anillo 3H Carrera 65 Horario Esp,Alpujarra - Oriental sentido horario,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,112845,1755182463247,,,,,1755182463247
90132,Anillo F1 Carrera 65,Av. Greiff - Puente Horacio Toro,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110535,1755182463247,,,,,1755182463247
90133,Anillo F2 Carrera 65,Av. Regional - San Diego,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110545,1755182463247,,,,,1755182463247
90134,Anillo F3 Carrera 65,Parque Los Periodistas,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110555,1755182463247,,,,,1755182463247
90135,Anillo 1 Carrera 73,Carabobo - Av. Greiff,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110445,1755182463247,,,,,1755182463247
90209,041D,Aranjuez anillo derecha,Destino-Origen,6B,Directa Centro,Transporte Aranjuez Santa Cruz,121265,1755182463247,,,,,1755182463247
90136,Anillo 2 Carrera 73,El Hueco - Parque Berrío,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110455,1755182463247,,,,,1755182463247
90239,87,Pinar Torres,Destino-Origen,6F,Directa Centro,Cootranspinal,111525,1755182463247,,,,,1755182463247
90137,Anillo 3ah Carrera 73,Alpujarra - Oriental sentido antihorario,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110475,1755182463247,,,,,1755182463247
90240,087 Horario Esp,Pinar Torres horario esp,Destino-Origen,6F,Directa Centro,Cootranspinal,112905,1755182463247,,,,,1755182463247
90138,Anillo 3h Carrera 73,Alpujarra - Oriental sentido horario,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110465,1755182463247,,,,,1755182463247
90181,099 Horario Esp,Cerros de Quintalinda,Destino-Origen,6A,Directa Centro,Coopcerquin,112875,1755182463247,,,,,1755182463247
90202,6,La Francia,Destino-Origen,6B,Directa Centro,Transconor,111215,1755182463247,,,,,1755182463247
90203,22,Santa Cruz - Terminal,Destino-Origen,6B,Directa Centro,Transporte Aranjuez Santa Cruz,111225,1755182463247,,,,,1755182463247
90249,105,Golondrinas - Minorista,Destino-Origen,6F,Directa Centro,Cootransmallat,111616,1755182463247,,,,,1755182463247
90205,23,Popular N° 1,Destino-Origen,6B,Directa Centro,Transporte Aranjuez Santa Cruz,111235,1755182463247,,,,,1755182463247
90206,24,Playón de los Comuneros,Destino-Origen,6B,Directa Centro,Transporte Aranjuez Santa Cruz,111245,1755182463247,,,,,1755182463247
90207,24,Playón de los Comuneros - Oriental,Destino-Origen,6B,Directa Centro,Transporte Aranjuez Santa Cruz,111255,1755182463247,,,,,1755182463247
90211,42,Aranjuez intermedia,Destino-Origen,6B,Directa Centro,Transporte Aranjuez Santa Cruz,111285,1755182463247,,,,,1755182463247
90238,069,El Jardín,Destino-Origen,6E,Directa Centro,Coopetransa,111515,1755182463247,,,,,1755182463247
90333,C23i,Pedregal Bajo-estación San Javier,Destino-Origen,8A,Integrada,Tax Maya,112122,1755182463247,,,,,1755182463247
90241,88,Pinar Torres,Destino-Origen,6F,Directa Centro,Cootranspinal,111535,1755182463247,,,,,1755182463247
90247,105,Golondrinas,Destino-Origen,6F,Directa Centro,Cootransmallat,111606,1755182463247,,,,,1755182463247
90259,98 Directa 3,Santa Elena-Las Brisas-Medellín,Destino-Origen,6G,Directa No Centro,Transacoop,111686,1755182463247,,,,,1755182463247
90266,93,Caicedo La Toma,Destino-Origen,6H,Directa Centro,Copatra,111755,1755182463247,,,,,1755182463247
90267,93,Caicedo,Destino-Origen,6H,Directa Centro,Copatra,111765,1755182463247,,,,,1755182463247
90268,93,Caicedo La Toma Minorista,Destino-Origen,6H,Directa Centro,Copatra,111775,1755182463247,,,,,1755182463247
90270,95,Perlas,Destino-Origen,6H,Directa Centro,Copatra,111795,1755182463247,,,,,1755182463247
90271,95,Perlas Minorista,Destino-Origen,6H,Directa Centro,Copatra,111805,1755182463247,,,,,1755182463247
90272,95,Villatina,Destino-Origen,6H,Directa Centro,Copatra,111815,1755182463247,,,,,1755182463247
90273,95,Villatina Minorista,Destino-Origen,6H,Directa Centro,Copatra,111825,1755182463247,,,,,1755182463247
90278,107,Perlas,Destino-Origen,6H,Directa Centro,Cootransvi,111875,1755182463247,,,,,1755182463247
90279,107,San Antonio-Minorista,Destino-Origen,6H,Directa Centro,Cootransvi,111895,1755182463247,,,,,1755182463247
90280,107,Ratón Pelao,Destino-Origen,6H,Directa Centro,Cootransvi,111905,1755182463247,,,,,1755182463247
90284,192,Laureles Nogal # 1,Destino-Origen,8A,Directa Centro,Autobuses Poblado Laureles,112375,1755182463247,,,,,1755182463247
90281,107,San Antonio,Destino-Origen,6H,Directa Centro,Cootransvi,111885,1755182463247,,,,,1755182463247
90282,190,Laureles Parque,Destino-Origen,8A,Directa Centro,Autobuses Poblado Laureles,112355,1755182463247,,,,,1755182463247
90290,195ii,Laureles Campestre-estación Santa Lucía - estación Floresta,Destino-Origen,8A,Integrada,Tax Maya,112032,1755182463247,,,,,1755182463247
90285,193,Laureles Nogal # 2,Destino-Origen,8A,Directa Centro,Autobuses Poblado Laureles,112385,1755182463247,,,,,1755182463247
90309,226i,Salado,Destino-Origen,8A,Integrada,Metrosan,111942,1755182463247,,,,,1755182463247
90310,226i-D,Depósito,Destino-Origen,8A,Integrada,Metrosan,111932,1755182463247,,,,,1755182463247
90286,193i,Estadio-Bolivariana-Laureles,Destino-Origen,8A,Integrada,Autobuses Poblado Laureles,112392,1755182463247,,,,,1755182463247
90311,227i-1,Quintas,Destino-Origen,8A,Integrada,Metrosan,111982,1755182463247,,,,,1755182463247
90308,225i-2,Colinas,Destino-Origen,8A,Integrada,Metrosan,111922,1755182463247,,,,,1755182463247
90287,193ii,Estadio-Laureles Santa Teresita,Destino-Origen,8A,Integrada,Autobuses Poblado Laureles,112402,1755182463247,,,,,1755182463247
90312,227i-A,Peñitas,Destino-Origen,8A,Integrada,Metrosan,111962,1755182463247,,,,,1755182463247
90288,195,Simón Bolívar-Unicentro-Centro,Destino-Origen,8A,Directa Centro,Tax Maya,112015,1755182463247,,,,,1755182463247
90313,227i-B,Gabriela,Destino-Origen,8A,Integrada,Metrosan,111972,1755182463247,,,,,1755182463247
90289,195i,Simón Bolívar-Unicentro-estación Santa Lucía,Destino-Origen,8A,Integrada,Tax Maya,112022,1755182463247,,,,,1755182463247
90292,201,Éxito Corazón,Destino-Origen,8A,Directa Centro,Conducciones América,112955,1755182463247,,,,,1755182463247
90293,201,Éxito Corazón,Destino-Origen,8A,Directa Centro,Conducciones América,112965,1755182463247,,,,,1755182463247
90296,201i,Los Tanques-El Volcán-El Corazón-San Javier,Destino-Origen,8A,Integrada,Conducciones América,112232,1755182463247,,,,,1755182463247
90315,227i-C,Caseta,Destino-Origen,8A,Integrada,Metrosan,111952,1755182463247,,,,,1755182463247
90316,228i,Conquistadores,Destino-Origen,8A,Integrada,Metrosan,112002,1755182463247,,,,,1755182463247
90298,202i,El Morro-Travesías-Corazón-Santa Lucía,Destino-Origen,8A,Integrada,Conducciones América,112252,1755182463247,,,,,1755182463247
90300,203 Corazón,Corazón-Oriental,Destino-Origen,8A,Directa Centro,Conducciones América,112275,1755182463247,,,,,1755182463247
90329,C23i,La Asomadera-estación San Javier,Destino-Origen,8A,Integrada,Tax Maya,112082,1755182463247,,,,,1755182463247
90335,085 L C,La Cruz,Destino-Origen,6D,Directa Centro,Cootracovi,113425,1755182463247,,,,,1755182463247
90347,255V4,Las Playas,Destino-Origen,2A,Directa No Centro,Rápido San Cristóbal,112986,1755182463247,,,,,1755182463247
90357,107,Perlas Minorista,Destino-Origen,6H,Directa Centro,Cootransvi,113075,1755182463247,,,,,1755182463247
90359,107,Raton Pelao Minorista,Destino-Origen,6H,Directa Centro,Cootransvi,113085,1755182463247,,,,,1755182463247
90376,069 Ramal,El Jardin-La Cima,Destino-Origen,6E,Directa No Centro,Coopetransa,16855,1755182463247,,,,,1755182463247
